Counter:45,dude:0.04
Counter:46,dude:0.05
Counter:47,dude:0.05
Counter:48,dude:0.05
Counter:49,dude:0.05
Counter:50,dude:0.05
Counter:51,dude:0.05
Counter:52,dude:0.05
Counter:53,dude:0.05
Counter:54,dude:0.05
Counter:55,dude:0.05
Counter:56,dude:0.06
Counter:57,dude:0.06
Counter:58,dude:0.06
Counter:59,dude:0.06
Counter:60,dude:0.06
Counter:61,dude:0.06
Counter:62,dude:0.06
Counter:63,dude:0.06
Counter:64,dude:0.06
Counter:65,dude:0.06
Counter:66,dude:0.07
Counter:67,dude:0.07
Counter:68,dude:0.07
Counter:69,dude:0.07
Counter:70,dude:0.07
Counter:71,dude:0.07
Counter:72,dude:0.07
Counter:73,dude:0.07
Counter:74,dude:0.07
Counter:75,dude:0.07
Counter:76,dude:0.08
Counter:77,dude:0.08
Counter:78,dude:0.08
Counter:79,dude:0.08
Counter:80,dude:0.08
Counter:81,dude:0.08
Counter:82,dude:0.08
Counter:83,dude:0.08
Counter:84,dude:0.08
Counter:85,dude:0.08
Counter:86,dude:0.09
Counter:87,dude:0.09
Counter:88,dude:0.09
Counter:89,dude:0.09
Counter:90,dude:0.09
Counter:91,dude:0.09
Counter:92,dude:0.09
Counter:93,dude:0.09
Counter:94,dude:0.09
Counter:95,dude:0.09
Counter:96,dude:0.10
Counter:97,dude:0.10
Counter:98,dude:0.10
Counter:99,dude:0.10
Counter:100,dude:0.10
Counter:101,dude:0.10
Counter:102,dude:0.10
Counter:103,dude:0.10
Counter:104,dude:0.10
Counter:105,dude:0.10
Counter:106,dude:0.11
Counter:107,dude:0.11
Counter:108,dude:0.11
Counter:109,dude:0.11
Counter:110,dude:0.11
Counter:111,dude:0.11
Counter:112,dude:0.11
Counter:113,dude:0.11
Counter:114,dude:0.11
Counter:115,dude:0.11
Counter:116,dude:0.12
Counter:117,dude:0.12
Counter:118,dude:0.12
Counter:119,dude:0.12
Counter:120,dude:0.12
Counter:121,dude:0.12
Counter:122,dude:0.12
Counter:123,dude:0.12
Counter:124,dude:0.12
Counter:125,dude:0.12
Counter:126,dude:0.13
Counter:127,dude:0.13
Counter:128,dude:0.13
Counter:129,dude:0.13
Counter:130,dude:0.13
Counter:131,dude:0.13
Counter:132,dude:0.13
Counter:133,dude:0.13
Counter:134,dude:0.13
Counter:135,dude:0.13
Counter:136,dude:0.14
Counter:137,dude:0.14
Counter:138,dude:0.14
Counter:139,dude:0.14
Counter:140,dude:0.14
Counter:141,dude:0.14
Counter:142,dude:0.14
Counter:143,dude:0.14
Counter:144,dude:0.14
Counter:145,dude:0.14
Counter:146,dude:0.15
Counter:147,dude:0.15
Counter:148,dude:0.15
Counter:149,dude:0.15
Counter:150,dude:0.15
Counter:151,dude:0.15
Counter:152,dude:0.15
Counter:153,dude:0.15
Counter:154,dude:0.15
Counter:155,dude:0.15
Counter:156,dude:0.16
Counter:157,dude:0.16
Counter:158,dude:0.16
Counter:159,dude:0.16
Counter:160,dude:0.16
Counter:161,dude:0.16
Counter:162,dude:0.16
Counter:163,dude:0.16
Counter:164,dude:0.16
Counter:165,dude:0.16
Counter:166,dude:0.17
Counter:167,dude:0.17
Counter:168,dude:0.17
Counter:169,dude:0.17
Counter:170,dude:0.17
Counter:171,dude:0.17
Counter:172,dude:0.17
Counter:173,dude:0.17
Counter:174,dude:0.17
Counter:175,dude:0.17
Counter:176,dude:0.18
Counter:177,dude:0.18
Counter:178,dude:0.18
Counter:179,dude:0.18
Counter:180,dude:0.18
Counter:181,dude:0.18
Counter:182,dude:0.18
Counter:183,dude:0.18
Counter:184,dude:0.18
Counter:185,dude:0.18
Counter:186,dude:0.18
Counter:187,dude:0.19
Counter:188,dude:0.19
Counter:189,dude:0.19
Counter:190,dude:0.19
Counter:191,dude:0.19
Counter:192,dude:0.19
Counter:193,dude:0.19
Counter:194,dude:0.19
Counter:195,dude:0.19
Counter:196,dude:0.19
Counter:197,dude:0.20
Counter:198,dude:0.20
Counter:199,dude:0.20
Counter:200,dude:0.20
Counter:201,dude:0.20
Counter:202,dude:0.20
Counter:203,dude:0.20
Counter:204,dude:0.20
Counter:205,dude:0.20
Counter:206,dude:0.20
Counter:207,dude:0.21
Counter:208,dude:0.21
Counter:209,dude:0.21
Counter:210,dude:0.21
Counter:211,dude:0.21
Counter:212,dude:0.21
Counter:213,dude:0.21
Counter:214,dude:0.21
Counter:215,dude:0.21
Counter:216,dude:0.21
Counter:217,dude:0.22
Counter:218,dude:0.22
Counter:219,dude:0.22
Counter:220,dude:0.22
Counter:221,dude:0.22
Counter:222,dude:0.22
Counter:223,dude:0.22
Counter:224,dude:0.22
Counter:225,dude:0.22
Counter:226,dude:0.22
Counter:227,dude:0.23
Counter:228,dude:0.23
Counter:229,dude:0.23
Counter:230,dude:0.23
Counter:231,dude:0.23
Counter:232,dude:0.23
Counter:233,dude:0.23
Counter:234,dude:0.23
Counter:235,dude:0.23
Counter:236,dude:0.23
Counter:237,dude:0.23
Counter:238,dude:0.24
Counter:239,dude:0.24
Counter:240,dude:0.24
Counter:241,dude:0.24
Counter:242,dude:0.24
Counter:243,dude:0.24
Counter:244,dude:0.24
Counter:245,dude:0.24
Counter:246,dude:0.24
Counter:247,dude:0.24
Counter:248,dude:0.25
Counter:249,dude:0.25
Counter:250,dude:0.25
Counter:251,dude:0.25
Counter:252,dude:0.25
Counter:253,dude:0.25
Counter:254,dude:0.25
Counter:255,dude:0.25
Counter:256,dude:0.25
Counter:257,dude:0.25
Counter:258,dude:0.26
Counter:259,dude:0.26
Counter:260,dude:0.26
Counter:261,dude:0.26
Counter:262,dude:0.26
Counter:263,dude:0.26
Counter:264,dude:0.26
Counter:265,dude:0.26
Counter:266,dude:0.26
Counter:267,dude:0.26
Counter:268,dude:0.26
Counter:269,dude:0.27
Counter:270,dude:0.27
Counter:271,dude:0.27
Counter:272,dude:0.27
Counter:273,dude:0.27
Counter:274,dude:0.27
Counter:275,dude:0.27
Counter:276,dude:0.27
Counter:277,dude:0.27
Counter:278,dude:0.27
Counter:279,dude:0.28
Counter:280,dude:0.28
Counter:281,dude:0.28
Counter:282,dude:0.28
Counter:283,dude:0.28
Counter:284,dude:0.28
Counter:285,dude:0.28
Counter:286,dude:0.28
Counter:287,dude:0.28
Counter:288,dude:0.28
Counter:289,dude:0.28
Counter:290,dude:0.29
Counter:291,dude:0.29
Counter:292,dude:0.29
Counter:293,dude:0.29
Counter:294,dude:0.29
Counter:295,dude:0.29
Counter:296,dude:0.29
Counter:297,dude:0.29
Counter:298,dude:0.29
Counter:299,dude:0.29
Counter:300,dude:0.30
Counter:301,dude:0.30
Counter:302,dude:0.30
Counter:303,dude:0.30
Counter:304,dude:0.30
Counter:305,dude:0.30
Counter:306,dude:0.30
Counter:307,dude:0.30
Counter:308,dude:0.30
Counter:309,dude:0.30
Counter:310,dude:0.31
Counter:311,dude:0.31
Counter:312,dude:0.31
Counter:313,dude:0.31
Counter:314,dude:0.31
Counter:315,dude:0.31
Counter:316,dude:0.31
Counter:317,dude:0.31
Counter:318,dude:0.31
Counter:319,dude:0.31
Counter:320,dude:0.31
Counter:321,dude:0.32
Counter:322,dude:0.32
Counter:323,dude:0.32
Counter:324,dude:0.32
Counter:325,dude:0.32
Counter:326,dude:0.32
Counter:327,dude:0.32
Counter:328,dude:0.32
Counter:329,dude:0.32
Counter:330,dude:0.32
Counter:331,dude:0.32
Counter:332,dude:0.33
Counter:333,dude:0.33
Counter:334,dude:0.33
Counter:335,dude:0.33
Counter:336,dude:0.33
Counter:337,dude:0.33
Counter:338,dude:0.33
Counter:339,dude:0.33
Counter:340,dude:0.33
Counter:341,dude:0.33
Counter:342,dude:0.34
Counter:343,dude:0.34
Counter:344,dude:0.34
Counter:345,dude:0.34
Counter:346,dude:0.34
Counter:347,dude:0.34
Counter:348,dude:0.34
Counter:349,dude:0.34
Counter:350,dude:0.34
Counter:351,dude:0.34
Counter:352,dude:0.34
Counter:353,dude:0.35
Counter:354,dude:0.35
Counter:355,dude:0.35
Counter:356,dude:0.35
Counter:357,dude:0.35
Counter:358,dude:0.35
Counter:359,dude:0.35
Counter:360,dude:0.35
Counter:361,dude:0.35
Counter:362,dude:0.35
Counter:363,dude:0.36
Counter:364,dude:0.36
Counter:365,dude:0.36
Counter:366,dude:0.36
Counter:367,dude:0.36
Counter:368,dude:0.36
Counter:369,dude:0.36
Counter:370,dude:0.36
Counter:371,dude:0.36
Counter:372,dude:0.36
Counter:373,dude:0.36
Counter:374,dude:0.37
Counter:375,dude:0.37
Counter:376,dude:0.37
Counter:377,dude:0.37
Counter:378,dude:0.37
Counter:379,dude:0.37
Counter:380,dude:0.37
Counter:381,dude:0.37
Counter:382,dude:0.37
Counter:383,dude:0.37
Counter:384,dude:0.37
Counter:385,dude:0.38
Counter:386,dude:0.38
Counter:387,dude:0.38
Counter:388,dude:0.38
Counter:389,dude:0.38
Counter:390,dude:0.38
Counter:391,dude:0.38
Counter:392,dude:0.38
Counter:393,dude:0.38
Counter:394,dude:0.38
Counter:395,dude:0.38
Counter:396,dude:0.39
Counter:397,dude:0.39
Counter:398,dude:0.39
Counter:399,dude:0.39
Counter:400,dude:0.39
Counter:401,dude:0.39
Counter:402,dude:0.39
Counter:403,dude:0.39
Counter:404,dude:0.39
Counter:405,dude:0.39
Counter:406,dude:0.39
Counter:407,dude:0.40
Counter:408,dude:0.40
Counter:409,dude:0.40
Counter:410,dude:0.40
Counter:411,dude:0.40
Counter:412,dude:0.40
Counter:413,dude:0.40
Counter:414,dude:0.40
Counter:415,dude:0.40
Counter:416,dude:0.40
Counter:417,dude:0.41
Counter:418,dude:0.41
Counter:419,dude:0.41
Counter:420,dude:0.41
Counter:421,dude:0.41
Counter:422,dude:0.41
Counter:423,dude:0.41
Counter:424,dude:0.41
Counter:425,dude:0.41
Counter:426,dude:0.41
Counter:427,dude:0.41
Counter:428,dude:0.42
Counter:429,dude:0.42
Counter:430,dude:0.42
Counter:431,dude:0.42
Counter:432,dude:0.42
Counter:433,dude:0.42
Counter:434,dude:0.42
Counter:435,dude:0.42
Counter:436,dude:0.42
Counter:437,dude:0.42
Counter:438,dude:0.42
Counter:439,dude:0.43
Counter:440,dude:0.43
Counter:441,dude:0.43
Counter:442,dude:0.43
Counter:443,dude:0.43
Counter:444,dude:0.43
Counter:445,dude:0.43
Counter:446,dude:0.43
Counter:447,dude:0.43
Counter:448,dude:0.43
Counter:449,dude:0.43
Counter:450,dude:0.43
Counter:451,dude:0.44
Counter:452,dude:0.44
Counter:453,dude:0.44
Counter:454,dude:0.44
Counter:455,dude:0.44
Counter:456,dude:0.44
Counter:457,dude:0.44
Counter:458,dude:0.44
Counter:459,dude:0.44
Counter:460,dude:0.44
Counter:461,dude:0.44
Counter:462,dude:0.45
Counter:463,dude:0.45
Counter:464,dude:0.45
Counter:465,dude:0.45
Counter:466,dude:0.45
Counter:467,dude:0.45
Counter:468,dude:0.45
Counter:469,dude:0.45
Counter:470,dude:0.45
Counter:471,dude:0.45
Counter:472,dude:0.45
Counter:473,dude:0.46
Counter:474,dude:0.46
Counter:475,dude:0.46
Counter:476,dude:0.46
Counter:477,dude:0.46
Counter:478,dude:0.46
Counter:479,dude:0.46
Counter:480,dude:0.46
Counter:481,dude:0.46
Counter:482,dude:0.46
Counter:483,dude:0.46
Counter:484,dude:0.47
Counter:485,dude:0.47
Counter:486,dude:0.47
Counter:487,dude:0.47
Counter:488,dude:0.47
Counter:489,dude:0.47
Counter:490,dude:0.47
Counter:491,dude:0.47
Counter:492,dude:0.47
Counter:493,dude:0.47
Counter:494,dude:0.47
Counter:495,dude:0.48
Counter:496,dude:0.48
Counter:497,dude:0.48
Counter:498,dude:0.48
Counter:499,dude:0.48
Counter:500,dude:0.48
Counter:501,dude:0.48
Counter:502,dude:0.48
Counter:503,dude:0.48
Counter:504,dude:0.48
Counter:505,dude:0.48
Counter:506,dude:0.48
Counter:507,dude:0.49
Counter:508,dude:0.49
Counter:509,dude:0.49
Counter:510,dude:0.49
Counter:511,dude:0.49
Counter:512,dude:0.49
Counter:513,dude:0.49
Counter:514,dude:0.49
Counter:515,dude:0.49
Counter:516,dude:0.49
Counter:517,dude:0.49
Counter:518,dude:0.50
Counter:519,dude:0.50
Counter:520,dude:0.50
Counter:521,dude:0.50
Counter:522,dude:0.50
Counter:523,dude:0.50
Counter:524,dude:0.50
Counter:525,dude:0.50
Counter:526,dude:0.50
Counter:527,dude:0.50
Counter:528,dude:0.50
Counter:529,dude:0.50
Counter:530,dude:0.51
Counter:531,dude:0.51
Counter:532,dude:0.51
Counter:533,dude:0.51
Counter:534,dude:0.51
Counter:535,dude:0.51
Counter:536,dude:0.51
Counter:537,dude:0.51
Counter:538,dude:0.51
Counter:539,dude:0.51
Counter:540,dude:0.51
Counter:541,dude:0.51
Counter:542,dude:0.52
Counter:543,dude:0.52
Counter:544,dude:0.52
Counter:545,dude:0.52
Counter:546,dude:0.52
Counter:547,dude:0.52
Counter:548,dude:0.52
Counter:549,dude:0.52
Counter:550,dude:0.52
Counter:551,dude:0.52
Counter:552,dude:0.52
Counter:553,dude:0.53
Counter:554,dude:0.53
Counter:555,dude:0.53
Counter:556,dude:0.53
Counter:557,dude:0.53
Counter:558,dude:0.53
Counter:559,dude:0.53
Counter:560,dude:0.53
Counter:561,dude:0.53
Counter:562,dude:0.53
Counter:563,dude:0.53
Counter:564,dude:0.53
Counter:565,dude:0.54
Counter:566,dude:0.54
Counter:567,dude:0.54
Counter:568,dude:0.54
Counter:569,dude:0.54
Counter:570,dude:0.54
Counter:571,dude:0.54
Counter:572,dude:0.54
Counter:573,dude:0.54
Counter:574,dude:0.54
Counter:575,dude:0.54
Counter:576,dude:0.54
Counter:577,dude:0.55
Counter:578,dude:0.55
Counter:579,dude:0.55
Counter:580,dude:0.55
Counter:581,dude:0.55
Counter:582,dude:0.55
Counter:583,dude:0.55
Counter:584,dude:0.55
Counter:585,dude:0.55
Counter:586,dude:0.55
Counter:587,dude:0.55
Counter:588,dude:0.55
Counter:589,dude:0.56
Counter:590,dude:0.56
Counter:591,dude:0.56
Counter:592,dude:0.56
Counter:593,dude:0.56
Counter:594,dude:0.56
Counter:595,dude:0.56
Counter:596,dude:0.56
Counter:597,dude:0.56
Counter:598,dude:0.56
Counter:599,dude:0.56
Counter:600,dude:0.56
Counter:601,dude:0.57
Counter:602,dude:0.57
Counter:603,dude:0.57
Counter:604,dude:0.57
Counter:605,dude:0.57
Counter:606,dude:0.57
Counter:607,dude:0.57
Counter:608,dude:0.57
Counter:609,dude:0.57
Counter:610,dude:0.57
Counter:611,dude:0.57
Counter:612,dude:0.57
Counter:613,dude:0.58
Counter:614,dude:0.58
Counter:615,dude:0.58
Counter:616,dude:0.58
Counter:617,dude:0.58
Counter:618,dude:0.58
Counter:619,dude:0.58
Counter:620,dude:0.58
Counter:621,dude:0.58
Counter:622,dude:0.58
Counter:623,dude:0.58
Counter:624,dude:0.58
Counter:625,dude:0.59
Counter:626,dude:0.59
Counter:627,dude:0.59
Counter:628,dude:0.59
Counter:629,dude:0.59
Counter:630,dude:0.59
Counter:631,dude:0.59
Counter:632,dude:0.59
Counter:633,dude:0.59
Counter:634,dude:0.59
Counter:635,dude:0.59
Counter:636,dude:0.59
Counter:637,dude:0.59
Counter:638,dude:0.60
Counter:639,dude:0.60
Counter:640,dude:0.60
Counter:641,dude:0.60
Counter:642,dude:0.60
Counter:643,dude:0.60
Counter:644,dude:0.60
Counter:645,dude:0.60
Counter:646,dude:0.60
Counter:647,dude:0.60
Counter:648,dude:0.60
Counter:649,dude:0.60
Counter:650,dude:0.61
Counter:651,dude:0.61
Counter:652,dude:0.61
Counter:653,dude:0.61
Counter:654,dude:0.61
Counter:655,dude:0.61
Counter:656,dude:0.61
Counter:657,dude:0.61
Counter:658,dude:0.61
Counter:659,dude:0.61
Counter:660,dude:0.61
Counter:661,dude:0.61
Counter:662,dude:0.61
Counter:663,dude:0.62
Counter:664,dude:0.62
Counter:665,dude:0.62
Counter:666,dude:0.62
Counter:667,dude:0.62
Counter:668,dude:0.62
Counter:669,dude:0.62
Counter:670,dude:0.62
Counter:671,dude:0.62
Counter:672,dude:0.62
Counter:673,dude:0.62
Counter:674,dude:0.62
Counter:675,dude:0.62
Counter:676,dude:0.63
Counter:677,dude:0.63
Counter:678,dude:0.63
Counter:679,dude:0.63
Counter:680,dude:0.63
Counter:681,dude:0.63
Counter:682,dude:0.63
Counter:683,dude:0.63
Counter:684,dude:0.63
Counter:685,dude:0.63
Counter:686,dude:0.63
Counter:687,dude:0.63
Counter:688,dude:0.63
Counter:689,dude:0.64
Counter:690,dude:0.64
Counter:691,dude:0.64
Counter:692,dude:0.64
Counter:693,dude:0.64
Counter:694,dude:0.64
Counter:695,dude:0.64
Counter:696,dude:0.64
Counter:697,dude:0.64
Counter:698,dude:0.64
Counter:699,dude:0.64
Counter:700,dude:0.64
Counter:701,dude:0.64
Counter:702,dude:0.65
Counter:703,dude:0.65
Counter:704,dude:0.65
Counter:705,dude:0.65
Counter:706,dude:0.65
Counter:707,dude:0.65
Counter:708,dude:0.65
Counter:709,dude:0.65
Counter:710,dude:0.65
Counter:711,dude:0.65
Counter:712,dude:0.65
Counter:713,dude:0.65
Counter:714,dude:0.65
Counter:715,dude:0.66
Counter:716,dude:0.66
Counter:717,dude:0.66
Counter:718,dude:0.66
Counter:719,dude:0.66
Counter:720,dude:0.66
Counter:721,dude:0.66
Counter:722,dude:0.66
Counter:723,dude:0.66
Counter:724,dude:0.66
Counter:725,dude:0.66
Counter:726,dude:0.66
Counter:727,dude:0.66
Counter:728,dude:0.67
Counter:729,dude:0.67
Counter:730,dude:0.67
Counter:731,dude:0.67
Counter:732,dude:0.67
Counter:733,dude:0.67
Counter:734,dude:0.67
Counter:735,dude:0.67
