Counter:45,dude:0.04
Counter:1406,dude:0.99
Counter:1407,dude:0.99
Counter:1408,dude:0.99
Counter:1409,dude:0.99
Counter:1410,dude:0.99
Counter:1411,dude:0.99
Counter:1412,dude:0.99
Counter:1413,dude:0.99
Counter:1414,dude:0.99
Counter:1415,dude:0.99
Counter:1416,dude:0.99
Counter:1417,dude:0.99
Counter:1418,dude:0.99
Counter:1419,dude:0.99
Counter:1420,dude:0.99
Counter:1421,dude:0.99
Counter:1422,dude:0.99
Counter:1423,dude:0.99
Counter:1424,dude:0.99
Counter:1425,dude:0.99
Counter:1426,dude:0.99
Counter:1427,dude:0.99
Counter:1428,dude:0.99
Counter:1429,dude:0.99
Counter:1430,dude:0.99
Counter:1431,dude:0.99
Counter:1432,dude:0.99
Counter:1433,dude:0.99
Counter:1434,dude:0.99
Counter:1435,dude:0.99
Counter:1436,dude:0.99
Counter:1437,dude:0.99
Counter:1438,dude:0.99
Counter:1439,dude:0.99
Counter:1440,dude:0.99
Counter:1441,dude:0.99
Counter:1442,dude:0.99
Counter:1443,dude:0.99
Counter:1444,dude:0.99
Counter:1445,dude:0.99
Counter:1446,dude:0.99
Counter:1447,dude:0.99
Counter:1448,dude:0.99
Counter:1449,dude:0.99
Counter:1450,dude:0.99
Counter:1451,dude:0.99
Counter:1452,dude:0.99
Counter:1453,dude:0.99
Counter:1454,dude:0.99
Counter:1455,dude:0.99
Counter:1456,dude:0.99
Counter:1457,dude:0.99
Counter:1458,dude:0.99
Counter:1459,dude:0.99
Counter:1460,dude:0.99
Counter:1461,dude:0.99
Counter:1462,dude:0.99
Counter:1463,dude:0.99
Counter:1464,dude:0.99
Counter:1465,dude:0.99
Counter:1466,dude:0.99
Counter:1467,dude:0.99
Counter:1468,dude:0.99
Counter:1469,dude:0.99
Counter:1470,dude:0.99
Counter:1471,dude:1.00
Counter:1472,dude:1.00
Counter:1473,dude:1.00
Counter:1474,dude:1.00
Counter:1475,dude:1.00
Counter:1476,dude:1.00
Counter:1477,dude:1.00
Counter:1478,dude:1.00
Counter:1479,dude:1.00
Counter:1480,dude:1.00
Counter:1481,dude:1.00
Counter:1482,dude:1.00
Counter:1483,dude:1.00
Counter:1484,dude:1.00
Counter:1485,dude:1.00
Counter:1486,dude:1.00
Counter:1487,dude:1.00
Counter:1488,dude:1.00
Counter:1489,dude:1.00
Counter:1490,dude:1.00
Counter:1491,dude:1.00
Counter:1492,dude:1.00
Counter:1493,dude:1.00
Counter:1494,dude:1.00
Counter:1495,dude:1.00
Counter:1496,dude:1.00
Counter:1497,dude:1.00
Counter:1498,dude:1.00
Counter:1499,dude:1.00
Counter:1500,dude:1.00
Counter:1501,dude:1.00
Counter:1502,dude:1.00
Counter:1503,dude:1.00
Counter:1504,dude:1.00
Counter:1505,dude:1.00
Counter:1506,dude:1.00
Counter:1507,dude:1.00
Counter:1508,dude:1.00
Counter:1509,dude:1.00
Counter:1510,dude:1.00
Counter:1511,dude:1.00
Counter:1512,dude:1.00
Counter:1513,dude:1.00
Counter:1514,dude:1.00
Counter:1515,dude:1.00
Counter:1516,dude:1.00
Counter:1517,dude:1.00
Counter:1518,dude:1.00
Counter:1519,dude:1.00
Counter:1520,dude:1.00
Counter:1521,dude:1.00
Counter:1522,dude:1.00
Counter:1523,dude:1.00
Counter:1524,dude:1.00
Counter:1525,dude:1.00
Counter:1526,dude:1.00
Counter:1527,dude:1.00
Counter:1528,dude:1.00
Counter:1529,dude:1.00
Counter:1530,dude:1.00
Counter:1531,dude:1.00
Counter:1532,dude:1.00
Counter:1533,dude:1.00
Counter:1534,dude:1.00
Counter:1535,dude:1.00
Counter:1536,dude:1.00
Counter:1537,dude:1.00
Counter:1538,dude:1.00
Counter:1539,dude:1.00
Counter:1540,dude:1.00
Counter:1541,dude:1.00
Counter:1542,dude:1.00
Counter:1543,dude:1.00
Counter:1544,dude:1.00
Counter:1545,dude:1.00
Counter:1546,dude:1.00
Counter:1547,dude:1.00
Counter:1548,dude:1.00
Counter:1549,dude:1.00
Counter:1550,dude:1.00
Counter:1551,dude:1.00
Counter:1552,dude:1.00
Counter:1553,dude:1.00
Counter:1554,dude:1.00
Counter:1555,dude:1.00
Counter:1556,dude:1.00
Counter:1557,dude:1.00
Counter:1558,dude:1.00
Counter:1559,dude:1.00
Counter:1560,dude:1.00
Counter:1561,dude:1.00
Counter:1562,dude:1.00
Counter:1563,dude:1.00
Counter:1564,dude:1.00
Counter:1565,dude:1.00
Counter:1566,dude:1.00
Counter:1567,dude:1.00
Counter:1568,dude:1.00
Counter:1569,dude:1.00
Counter:1570,dude:1.00
Counter:1571,dude:1.00
Counter:1572,dude:1.00
Counter:1573,dude:1.00
Counter:1574,dude:1.00
Counter:1575,dude:1.00
Counter:1576,dude:1.00
Counter:1577,dude:1.00
Counter:1578,dude:1.00
Counter:1579,dude:1.00
Counter:1580,dude:1.00
Counter:1581,dude:1.00
Counter:1582,dude:1.00
Counter:1583,dude:1.00
Counter:1584,dude:1.00
Counter:1585,dude:1.00
Counter:1586,dude:1.00
Counter:1587,dude:1.00
Counter:1588,dude:1.00
Counter:1589,dude:1.00
Counter:1590,dude:1.00
Counter:1591,dude:1.00
Counter:1592,dude:1.00
Counter:1593,dude:1.00
Counter:1594,dude:1.00
Counter:1595,dude:1.00
Counter:1596,dude:1.00
Counter:1597,dude:1.00
Counter:1598,dude:1.00
Counter:1599,dude:1.00
Counter:1600,dude:1.00
Counter:1601,dude:1.00
Counter:1602,dude:1.00
Counter:1603,dude:1.00
Counter:1604,dude:1.00
Counter:1605,dude:1.00
Counter:1606,dude:1.00
Counter:1607,dude:1.00
Counter:1608,dude:1.00
Counter:1609,dude:1.00
Counter:1610,dude:1.00
Counter:1611,dude:1.00
Counter:1612,dude:1.00
Counter:1613,dude:1.00
Counter:1614,dude:1.00
Counter:1615,dude:1.00
Counter:1616,dude:1.00
Counter:1617,dude:1.00
Counter:1618,dude:1.00
Counter:1619,dude:1.00
Counter:1620,dude:1.00
Counter:1621,dude:1.00
Counter:1622,dude:1.00
Counter:1623,dude:1.00
Counter:1624,dude:1.00
Counter:1625,dude:1.00
Counter:1626,dude:1.00
Counter:1627,dude:1.00
Counter:1628,dude:1.00
Counter:1629,dude:1.00
Counter:1630,dude:1.00
Counter:1631,dude:1.00
Counter:1632,dude:1.00
Counter:1633,dude:1.00
Counter:1634,dude:1.00
Counter:1635,dude:1.00
Counter:1636,dude:1.00
Counter:1637,dude:1.00
Counter:1638,dude:1.00
Counter:1639,dude:1.00
Counter:1640,dude:1.00
Counter:1641,dude:1.00
Counter:1642,dude:1.00
Counter:1643,dude:1.00
Counter:1644,dude:1.00
Counter:1645,dude:1.00
Counter:1646,dude:1.00
Counter:1647,dude:1.00
Counter:1648,dude:1.00
Counter:1649,dude:1.00
Counter:1650,dude:1.00
Counter:1651,dude:1.00
Counter:1652,dude:1.00
Counter:1653,dude:1.00
Counter:1654,dude:1.00
Counter:1655,dude:1.00
Counter:1656,dude:1.00
Counter:1657,dude:1.00
Counter:1658,dude:1.00
Counter:1659,dude:1.00
Counter:1660,dude:1.00
Counter:1661,dude:1.00
Counter:1662,dude:1.00
Counter:1663,dude:1.00
Counter:1664,dude:1.00
Counter:1665,dude:1.00
Counter:1666,dude:1.00
Counter:1667,dude:1.00
Counter:1668,dude:1.00
Counter:1669,dude:1.00
Counter:1670,dude:1.00
Counter:1671,dude:0.99
Counter:1672,dude:0.99
Counter:1673,dude:0.99
Counter:1674,dude:0.99
Counter:1675,dude:0.99
Counter:1676,dude:0.99
Counter:1677,dude:0.99
Counter:1678,dude:0.99
Counter:1679,dude:0.99
Counter:1680,dude:0.99
Counter:1681,dude:0.99
Counter:1682,dude:0.99
Counter:1683,dude:0.99
Counter:1684,dude:0.99
Counter:1685,dude:0.99
Counter:1686,dude:0.99
Counter:1687,dude:0.99
Counter:1688,dude:0.99
Counter:1689,dude:0.99
Counter:1690,dude:0.99
Counter:1691,dude:0.99
Counter:1692,dude:0.99
Counter:1693,dude:0.99
Counter:1694,dude:0.99
Counter:1695,dude:0.99
Counter:1696,dude:0.99
Counter:1697,dude:0.99
Counter:1698,dude:0.99
Counter:1699,dude:0.99
Counter:1700,dude:0.99
Counter:1701,dude:0.99
Counter:1702,dude:0.99
Counter:1703,dude:0.99
Counter:1704,dude:0.99
Counter:1705,dude:0.99
Counter:1706,dude:0.99
Counter:1707,dude:0.99
Counter:1708,dude:0.99
Counter:1709,dude:0.99
Counter:1710,dude:0.99
Counter:1711,dude:0.99
Counter:1712,dude:0.99
Counter:1713,dude:0.99
Counter:1714,dude:0.99
Counter:1715,dude:0.99
Counter:1716,dude:0.99
Counter:1717,dude:0.99
Counter:1718,dude:0.99
Counter:1719,dude:0.99
Counter:1720,dude:0.99
Counter:1721,dude:0.99
Counter:1722,dude:0.99
Counter:1723,dude:0.99
Counter:1724,dude:0.99
Counter:1725,dude:0.99
Counter:1726,dude:0.99
Counter:1727,dude:0.99
Counter:1728,dude:0.99
Counter:1729,dude:0.99
Counter:1730,dude:0.99
Counter:1731,dude:0.99
Counter:1732,dude:0.99
Counter:1733,dude:0.99
Counter:1734,dude:0.99
Counter:1735,dude:0.99
Counter:1736,dude:0.99
Counter:1737,dude:0.99
Counter:1738,dude:0.99
Counter:1739,dude:0.99
Counter:1740,dude:0.99
Counter:1741,dude:0.99
Counter:1742,dude:0.99
Counter:1743,dude:0.99
Counter:1744,dude:0.99
Counter:1745,dude:0.98
Counter:1746,dude:0.98
Counter:1747,dude:0.98
Counter:1748,dude:0.98
Counter:1749,dude:0.98
Counter:1750,dude:0.98
Counter:1751,dude:0.98
Counter:1752,dude:0.98
Counter:1753,dude:0.98
Counter:1754,dude:0.98
Counter:1755,dude:0.98
Counter:1756,dude:0.98
Counter:1757,dude:0.98
Counter:1758,dude:0.98
Counter:1759,dude:0.98
Counter:1760,dude:0.98
Counter:1761,dude:0.98
Counter:1762,dude:0.98
Counter:1763,dude:0.98
Counter:1764,dude:0.98
Counter:1765,dude:0.98
Counter:1766,dude:0.98
Counter:1767,dude:0.98
Counter:1768,dude:0.98
Counter:1769,dude:0.98
Counter:1770,dude:0.98
Counter:1771,dude:0.98
Counter:1772,dude:0.98
Counter:1773,dude:0.98
Counter:1774,dude:0.98
Counter:1775,dude:0.98
Counter:1776,dude:0.98
Counter:1777,dude:0.98
Counter:1778,dude:0.98
Counter:1779,dude:0.98
Counter:1780,dude:0.98
Counter:1781,dude:0.98
Counter:1782,dude:0.98
Counter:1783,dude:0.98
Counter:1784,dude:0.98
Counter:1785,dude:0.98
Counter:1786,dude:0.98
Counter:1787,dude:0.98
Counter:1788,dude:0.98
Counter:1789,dude:0.98
Counter:1790,dude:0.98
Counter:1791,dude:0.98
Counter:1792,dude:0.98
Counter:1793,dude:0.98
Counter:1794,dude:0.98
Counter:1795,dude:0.97
Counter:1796,dude:0.97
Counter:1797,dude:0.97
Counter:1798,dude:0.97
Counter:1799,dude:0.97
Counter:1800,dude:0.97
Counter:1801,dude:0.97
Counter:1802,dude:0.97
Counter:1803,dude:0.97
Counter:1804,dude:0.97
Counter:1805,dude:0.97
Counter:1806,dude:0.97
Counter:1807,dude:0.97
Counter:1808,dude:0.97
Counter:1809,dude:0.97
Counter:1810,dude:0.97
Counter:1811,dude:0.97
Counter:1812,dude:0.97
Counter:1813,dude:0.97
Counter:1814,dude:0.97
Counter:1815,dude:0.97
Counter:1816,dude:0.97
Counter:1817,dude:0.97
Counter:1818,dude:0.97
Counter:1819,dude:0.97
Counter:1820,dude:0.97
Counter:1821,dude:0.97
Counter:1822,dude:0.97
Counter:1823,dude:0.97
Counter:1824,dude:0.97
Counter:1825,dude:0.97
Counter:1826,dude:0.97
Counter:1827,dude:0.97
Counter:1828,dude:0.97
Counter:1829,dude:0.97
Counter:1830,dude:0.97
Counter:1831,dude:0.97
Counter:1832,dude:0.97
Counter:1833,dude:0.97
Counter:1834,dude:0.97
Counter:1835,dude:0.97
Counter:1836,dude:0.97
Counter:1837,dude:0.96
Counter:1838,dude:0.96
Counter:1839,dude:0.96
Counter:1840,dude:0.96
Counter:1841,dude:0.96
Counter:1842,dude:0.96
Counter:1843,dude:0.96
Counter:1844,dude:0.96
Counter:1845,dude:0.96
Counter:1846,dude:0.96
Counter:1847,dude:0.96
Counter:1848,dude:0.96
Counter:1849,dude:0.96
Counter:1850,dude:0.96
Counter:1851,dude:0.96
Counter:1852,dude:0.96
Counter:1853,dude:0.96
Counter:1854,dude:0.96
Counter:1855,dude:0.96
Counter:1856,dude:0.96
Counter:1857,dude:0.96
Counter:1858,dude:0.96
Counter:1859,dude:0.96
Counter:1860,dude:0.96
Counter:1861,dude:0.96
Counter:1862,dude:0.96
Counter:1863,dude:0.96
Counter:1864,dude:0.96
Counter:1865,dude:0.96
Counter:1866,dude:0.96
Counter:1867,dude:0.96
Counter:1868,dude:0.96
Counter:1869,dude:0.96
Counter:1870,dude:0.96
Counter:1871,dude:0.96
Counter:1872,dude:0.95
Counter:1873,dude:0.95
Counter:1874,dude:0.95
Counter:1875,dude:0.95
Counter:1876,dude:0.95
Counter:1877,dude:0.95
Counter:1878,dude:0.95
Counter:1879,dude:0.95
Counter:1880,dude:0.95
Counter:1881,dude:0.95
Counter:1882,dude:0.95
Counter:1883,dude:0.95
Counter:1884,dude:0.95
Counter:1885,dude:0.95
Counter:1886,dude:0.95
Counter:1887,dude:0.95
Counter:1888,dude:0.95
Counter:1889,dude:0.95
Counter:1890,dude:0.95
Counter:1891,dude:0.95
Counter:1892,dude:0.95
Counter:1893,dude:0.95
Counter:1894,dude:0.95
Counter:1895,dude:0.95
Counter:1896,dude:0.95
Counter:1897,dude:0.95
Counter:1898,dude:0.95
Counter:1899,dude:0.95
Counter:1900,dude:0.95
Counter:1901,dude:0.95
Counter:1902,dude:0.95
Counter:1903,dude:0.95
Counter:1904,dude:0.94
Counter:1905,dude:0.94
Counter:1906,dude:0.94
Counter:1907,dude:0.94
Counter:1908,dude:0.94
Counter:1909,dude:0.94
Counter:1910,dude:0.94
Counter:1911,dude:0.94
Counter:1912,dude:0.94
Counter:1913,dude:0.94
Counter:1914,dude:0.94
Counter:1915,dude:0.94
Counter:1916,dude:0.94
Counter:1917,dude:0.94
Counter:1918,dude:0.94
Counter:1919,dude:0.94
Counter:1920,dude:0.94
Counter:1921,dude:0.94
Counter:1922,dude:0.94
Counter:1923,dude:0.94
Counter:1924,dude:0.94
Counter:1925,dude:0.94
Counter:1926,dude:0.94
Counter:1927,dude:0.94
Counter:1928,dude:0.94
Counter:1929,dude:0.94
Counter:1930,dude:0.94
Counter:1931,dude:0.94
Counter:1932,dude:0.94
Counter:1933,dude:0.94
Counter:1934,dude:0.93
Counter:1935,dude:0.93
Counter:1936,dude:0.93
Counter:1937,dude:0.93
Counter:1938,dude:0.93
Counter:1939,dude:0.93
Counter:1940,dude:0.93
Counter:1941,dude:0.93
Counter:1942,dude:0.93
Counter:1943,dude:0.93
Counter:1944,dude:0.93
Counter:1945,dude:0.93
Counter:1946,dude:0.93
Counter:1947,dude:0.93
Counter:1948,dude:0.93
Counter:1949,dude:0.93
Counter:1950,dude:0.93
Counter:1951,dude:0.93
Counter:1952,dude:0.93
Counter:1953,dude:0.93
Counter:1954,dude:0.93
Counter:1955,dude:0.93
Counter:1956,dude:0.93
Counter:1957,dude:0.93
Counter:1958,dude:0.93
Counter:1959,dude:0.93
Counter:1960,dude:0.93
Counter:1961,dude:0.92
Counter:1962,dude:0.92
Counter:1963,dude:0.92
Counter:1964,dude:0.92
Counter:1965,dude:0.92
Counter:1966,dude:0.92
Counter:1967,dude:0.92
Counter:1968,dude:0.92
Counter:1969,dude:0.92
Counter:1970,dude:0.92
Counter:1971,dude:0.92
Counter:1972,dude:0.92
Counter:1973,dude:0.92
Counter:1974,dude:0.92
Counter:1975,dude:0.92
Counter:1976,dude:0.92
Counter:1977,dude:0.92
Counter:1978,dude:0.92
Counter:1979,dude:0.92
Counter:1980,dude:0.92
Counter:1981,dude:0.92
Counter:1982,dude:0.92
Counter:1983,dude:0.92
Counter:1984,dude:0.92
Counter:1985,dude:0.92
Counter:1986,dude:0.92
Counter:1987,dude:0.91
Counter:1988,dude:0.91
Counter:1989,dude:0.91
Counter:1990,dude:0.91
Counter:1991,dude:0.91
Counter:1992,dude:0.91
Counter:1993,dude:0.91
Counter:1994,dude:0.91
Counter:1995,dude:0.91
Counter:1996,dude:0.91
Counter:1997,dude:0.91
Counter:1998,dude:0.91
Counter:1999,dude:0.91
Counter:2000,dude:0.91
Counter:2001,dude:0.91
Counter:2002,dude:0.91
Counter:2003,dude:0.91
Counter:2004,dude:0.91
Counter:2005,dude:0.91
Counter:2006,dude:0.91
Counter:2007,dude:0.91
Counter:2008,dude:0.91
Counter:2009,dude:0.91
Counter:2010,dude:0.91
Counter:2011,dude:0.90
Counter:2012,dude:0.90
Counter:2013,dude:0.90
Counter:2014,dude:0.90
Counter:2015,dude:0.90
Counter:2016,dude:0.90
Counter:2017,dude:0.90
Counter:2018,dude:0.90
Counter:2019,dude:0.90
Counter:2020,dude:0.90
Counter:2021,dude:0.90
Counter:2022,dude:0.90
Counter:2023,dude:0.90
Counter:2024,dude:0.90
Counter:2025,dude:0.90
Counter:2026,dude:0.90
Counter:2027,dude:0.90
Counter:2028,dude:0.90
Counter:2029,dude:0.90
Counter:2030,dude:0.90
Counter:2031,dude:0.90
Counter:2032,dude:0.90
Counter:2033,dude:0.90
Counter:2034,dude:0.89
Counter:2035,dude:0.89
Counter:2036,dude:0.89
Counter:2037,dude:0.89
Counter:2038,dude:0.89
Counter:2039,dude:0.89
Counter:2040,dude:0.89
Counter:2041,dude:0.89
Counter:2042,dude:0.89
Counter:2043,dude:0.89
Counter:2044,dude:0.89
Counter:2045,dude:0.89
Counter:2046,dude:0.89
Counter:2047,dude:0.89
Counter:2048,dude:0.89
Counter:2049,dude:0.89
Counter:2050,dude:0.89
Counter:2051,dude:0.89
Counter:2052,dude:0.89
Counter:2053,dude:0.89
Counter:2054,dude:0.89
Counter:2055,dude:0.89
Counter:2056,dude:0.88
Counter:2057,dude:0.88
Counter:2058,dude:0.88
Counter:2059,dude:0.88
Counter:2060,dude:0.88
Counter:2061,dude:0.88
Counter:2062,dude:0.88
Counter:2063,dude:0.88
Counter:2064,dude:0.88